 **********************************************************
 *      All possible structures with their qualities      *
 **********************************************************
   
 ----------------------------------------------------------------------------------------------
* active orbs =    8   active electrons =   10   multiplicity =    1   inactive orbs =    5
 ----------------------------------------------------------------------------------------------

          Total number of covalent structure of the system = 420
          Total number of allowed covalent structres are = 140
  
  Sl No.     various qualities     Overall qualities   Rumer/Non Rumer          Structures
        IAB NAB SBB PDB PDR
Cov Space num:  1
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 8 8 10 10 6 13 7 11 9 12
structure  2   [  1  3  2  0  0  ]   {  1  }              Rumer              1:5 8 8 10 10 6 13 7 12 9 11
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 8 8 10 10 6 12 7 11 9 13
structure  4   [  1  3  3  0  0  ]   {  2  }              -                  1:5 8 8 10 10 6 12 7 13 9 11
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 8 8 10 10 6 11 7 12 9 13
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 8 8 10 10 6 11 7 13 9 12
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 8 8 10 10 6 13 7 9 11 12
structure  8   [  2  2  3  0  0  ]   {  5  }              -                  1:5 8 8 10 10 6 9 7 11 12 13
structure  9   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 8 8 10 10 6 11 7 9 12 13
structure  10   [  2  2  3  0  0  ]   {  5  }              -                  1:5 8 8 10 10 6 12 7 9 11 13
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 8 8 10 10 6 9 7 12 11 13
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 8 8 10 10 6 9 7 13 11 12
structure  13   [  3  1  3  0  0  ]   {  7  }              Rumer              1:5 8 8 10 10 6 7 9 11 12 13
structure  14   [  3  1  4  0  0  ]   {  8  }              -                  1:5 8 8 10 10 6 7 9 12 11 13
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 8 8 10 10 6 7 9 13 11 12
 ============================================================
Cov Space num:  18
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 8 8 9 9 6 13 7 11 10 12
structure  2   [  1  3  2  0  0  ]   {  1  }              Rumer              1:5 8 8 9 9 6 13 7 12 10 11
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 8 8 9 9 6 12 7 11 10 13
structure  4   [  1  3  3  0  0  ]   {  2  }              -                  1:5 8 8 9 9 6 12 7 13 10 11
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 8 8 9 9 6 11 7 12 10 13
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 8 8 9 9 6 11 7 13 10 12
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 8 8 9 9 6 13 7 10 11 12
structure  8   [  2  2  3  0  0  ]   {  5  }              -                  1:5 8 8 9 9 6 10 7 11 12 13
structure  9   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 8 8 9 9 6 11 7 10 12 13
structure  10   [  2  2  3  0  0  ]   {  5  }              -                  1:5 8 8 9 9 6 12 7 10 11 13
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 8 8 9 9 6 10 7 12 11 13
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 8 8 9 9 6 10 7 13 11 12
structure  13   [  3  1  3  0  0  ]   {  7  }              Rumer              1:5 8 8 9 9 6 7 10 11 12 13
structure  14   [  3  1  4  0  0  ]   {  8  }              -                  1:5 8 8 9 9 6 7 10 12 11 13
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 8 8 9 9 6 7 10 13 11 12
 ============================================================
Cov Space num:  19
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 9 9 13 13 6 10 7 11 8 12
structure  2   [  1  3  2  0  0  ]   {  1  }              -                  1:5 9 9 13 13 6 11 7 10 8 12
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 9 9 13 13 6 12 7 10 8 11
structure  4   [  1  3  3  0  0  ]   {  2  }              Rumer              1:5 9 9 13 13 6 12 7 11 8 10
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 13 13 6 10 7 12 8 11
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 13 13 6 11 7 12 8 10
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 9 9 13 13 6 7 8 12 10 11
structure  8   [  2  2  3  0  0  ]   {  5  }              -                  1:5 9 9 13 13 6 8 7 11 10 12
structure  9   [  2  2  3  0  0  ]   {  5  }              -                  1:5 9 9 13 13 6 8 7 12 10 11
structure  10   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 9 9 13 13 6 12 7 8 10 11
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 9 9 13 13 6 7 8 11 10 12
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 9 9 13 13 6 11 7 8 10 12
structure  13   [  3  1  3  0  0  ]   {  7  }              -                  1:5 9 9 13 13 6 8 7 10 11 12
structure  14   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 9 9 13 13 6 7 8 10 11 12
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 9 9 13 13 6 10 7 8 11 12
 ============================================================
Cov Space num:  20
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 9 9 12 12 6 13 7 10 8 11
structure  2   [  1  3  2  0  0  ]   {  1  }              Rumer              1:5 9 9 12 12 6 13 7 11 8 10
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 9 9 12 12 6 10 7 11 8 13
structure  4   [  1  3  3  0  0  ]   {  2  }              -                  1:5 9 9 12 12 6 11 7 10 8 13
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 12 12 6 10 7 13 8 11
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 12 12 6 11 7 13 8 10
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 9 9 12 12 6 13 7 8 10 11
structure  8   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 9 9 12 12 6 7 8 13 10 11
structure  9   [  2  2  3  0  0  ]   {  5  }              -                  1:5 9 9 12 12 6 8 7 11 10 13
structure  10   [  2  2  3  0  0  ]   {  5  }              -                  1:5 9 9 12 12 6 8 7 13 10 11
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 9 9 12 12 6 7 8 11 10 13
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 9 9 12 12 6 11 7 8 10 13
structure  13   [  3  1  3  0  0  ]   {  7  }              -                  1:5 9 9 12 12 6 8 7 10 11 13
structure  14   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 9 9 12 12 6 7 8 10 11 13
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 9 9 12 12 6 10 7 8 11 13
 ============================================================
Cov Space num:  21
structure  1   [  1  3  1  0  0  ]   {  1  }              -                  1:5 9 9 11 11 6 13 7 10 8 12
structure  2   [  1  3  3  0  0  ]   {  2  }              -                  1:5 9 9 11 11 6 10 7 13 8 12
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 9 9 11 11 6 12 7 10 8 13
structure  4   [  1  3  3  0  0  ]   {  2  }              Rumer              1:5 9 9 11 11 6 13 7 12 8 10
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 11 11 6 10 7 12 8 13
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 9 9 11 11 6 12 7 13 8 10
structure  7   [  2  2  3  0  0  ]   {  4  }              -                  1:5 9 9 11 11 6 7 8 12 10 13
structure  8   [  2  2  3  0  0  ]   {  4  }              Rumer              1:5 9 9 11 11 6 13 7 8 10 12
structure  9   [  2  2  4  0  0  ]   {  5  }              Rumer              1:5 9 9 11 11 6 7 8 13 10 12
structure  10   [  2  2  4  0  0  ]   {  5  }              -                  1:5 9 9 11 11 6 8 7 12 10 13
structure  11   [  2  2  4  0  0  ]   {  5  }              -                  1:5 9 9 11 11 6 8 7 13 10 12
structure  12   [  2  2  4  0  0  ]   {  5  }              -                  1:5 9 9 11 11 6 12 7 8 10 13
structure  13   [  3  1  3  0  0  ]   {  6  }              -                  1:5 9 9 11 11 6 8 7 10 12 13
structure  14   [  3  1  4  0  0  ]   {  7  }              Rumer              1:5 9 9 11 11 6 7 8 10 12 13
structure  15   [  3  1  4  0  0  ]   {  7  }              Rumer              1:5 9 9 11 11 6 10 7 8 12 13
 ============================================================
Cov Space num:  22
structure  1   [  1  2  1  0  0  ]   {  1  }              -                  1:5 9 9 10 10 6 13 7 11 8 12
structure  2   [  1  2  3  0  0  ]   {  2  }              -                  1:5 9 9 10 10 6 11 7 13 8 12
structure  3   [  1  2  3  0  0  ]   {  2  }              -                  1:5 9 9 10 10 6 12 7 11 8 13
structure  4   [  1  2  3  0  0  ]   {  2  }              Rumer              1:5 9 9 10 10 6 13 7 12 8 11
structure  5   [  1  2  4  0  0  ]   {  3  }              -                  1:5 9 9 10 10 6 11 7 12 8 13
structure  6   [  1  2  4  0  0  ]   {  3  }              -                  1:5 9 9 10 10 6 12 7 13 8 11
structure  7   [  3  1  3  0  0  ]   {  4  }              -                  1:5 9 9 10 10 6 7 8 12 11 13
structure  8   [  3  1  3  0  0  ]   {  4  }              -                  1:5 9 9 10 10 6 8 7 11 12 13
structure  9   [  3  1  3  0  0  ]   {  4  }              Rumer              1:5 9 9 10 10 6 13 7 8 11 12
structure  10   [  3  1  4  0  0  ]   {  5  }              Rumer              1:5 9 9 10 10 6 7 8 11 12 13
structure  11   [  3  1  4  0  0  ]   {  5  }              Rumer              1:5 9 9 10 10 6 7 8 13 11 12
structure  12   [  3  1  4  0  0  ]   {  5  }              -                  1:5 9 9 10 10 6 8 7 12 11 13
structure  13   [  3  1  4  0  0  ]   {  5  }              -                  1:5 9 9 10 10 6 8 7 13 11 12
structure  14   [  3  1  4  0  0  ]   {  5  }              Rumer              1:5 9 9 10 10 6 11 7 8 12 13
structure  15   [  3  1  4  0  0  ]   {  5  }              -                  1:5 9 9 10 10 6 12 7 8 11 13
 ============================================================
Cov Space num:  23
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 10 10 13 13 6 9 7 11 8 12
structure  2   [  1  3  2  0  0  ]   {  1  }              -                  1:5 10 10 13 13 6 11 7 9 8 12
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 10 10 13 13 6 12 7 9 8 11
structure  4   [  1  3  3  0  0  ]   {  2  }              Rumer              1:5 10 10 13 13 6 12 7 11 8 9
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 13 13 6 9 7 12 8 11
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 13 13 6 11 7 12 8 9
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 10 10 13 13 6 7 8 12 9 11
structure  8   [  2  2  3  0  0  ]   {  5  }              -                  1:5 10 10 13 13 6 8 7 11 9 12
structure  9   [  2  2  3  0  0  ]   {  5  }              -                  1:5 10 10 13 13 6 8 7 12 9 11
structure  10   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 10 10 13 13 6 12 7 8 9 11
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 10 10 13 13 6 7 8 11 9 12
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 10 10 13 13 6 11 7 8 9 12
structure  13   [  3  1  3  0  0  ]   {  7  }              -                  1:5 10 10 13 13 6 8 7 9 11 12
structure  14   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 10 10 13 13 6 7 8 9 11 12
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 10 10 13 13 6 9 7 8 11 12
 ============================================================
Cov Space num:  24
structure  1   [  1  3  2  0  0  ]   {  1  }              -                  1:5 10 10 12 12 6 13 7 9 8 11
structure  2   [  1  3  2  0  0  ]   {  1  }              Rumer              1:5 10 10 12 12 6 13 7 11 8 9
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 10 10 12 12 6 9 7 11 8 13
structure  4   [  1  3  3  0  0  ]   {  2  }              -                  1:5 10 10 12 12 6 11 7 9 8 13
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 12 12 6 9 7 13 8 11
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 12 12 6 11 7 13 8 9
structure  7   [  2  2  2  0  0  ]   {  4  }              Rumer              1:5 10 10 12 12 6 13 7 8 9 11
structure  8   [  2  2  3  0  0  ]   {  5  }              Rumer              1:5 10 10 12 12 6 7 8 13 9 11
structure  9   [  2  2  3  0  0  ]   {  5  }              -                  1:5 10 10 12 12 6 8 7 11 9 13
structure  10   [  2  2  3  0  0  ]   {  5  }              -                  1:5 10 10 12 12 6 8 7 13 9 11
structure  11   [  2  2  4  0  0  ]   {  6  }              -                  1:5 10 10 12 12 6 7 8 11 9 13
structure  12   [  2  2  4  0  0  ]   {  6  }              -                  1:5 10 10 12 12 6 11 7 8 9 13
structure  13   [  3  1  3  0  0  ]   {  7  }              -                  1:5 10 10 12 12 6 8 7 9 11 13
structure  14   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 10 10 12 12 6 7 8 9 11 13
structure  15   [  3  1  4  0  0  ]   {  8  }              Rumer              1:5 10 10 12 12 6 9 7 8 11 13
 ============================================================
Cov Space num:  25
structure  1   [  1  3  1  0  0  ]   {  1  }              -                  1:5 10 10 11 11 6 13 7 9 8 12
structure  2   [  1  3  3  0  0  ]   {  2  }              -                  1:5 10 10 11 11 6 9 7 13 8 12
structure  3   [  1  3  3  0  0  ]   {  2  }              -                  1:5 10 10 11 11 6 12 7 9 8 13
structure  4   [  1  3  3  0  0  ]   {  2  }              Rumer              1:5 10 10 11 11 6 13 7 12 8 9
structure  5   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 11 11 6 9 7 12 8 13
structure  6   [  1  3  4  0  0  ]   {  3  }              -                  1:5 10 10 11 11 6 12 7 13 8 9
structure  7   [  2  2  3  0  0  ]   {  4  }              -                  1:5 10 10 11 11 6 7 8 12 9 13
structure  8   [  2  2  3  0  0  ]   {  4  }              Rumer              1:5 10 10 11 11 6 13 7 8 9 12
structure  9   [  2  2  4  0  0  ]   {  5  }              Rumer              1:5 10 10 11 11 6 7 8 13 9 12
structure  10   [  2  2  4  0  0  ]   {  5  }              -                  1:5 10 10 11 11 6 8 7 12 9 13
structure  11   [  2  2  4  0  0  ]   {  5  }              -                  1:5 10 10 11 11 6 8 7 13 9 12
structure  12   [  2  2  4  0  0  ]   {  5  }              -                  1:5 10 10 11 11 6 12 7 8 9 13
structure  13   [  3  1  3  0  0  ]   {  6  }              -                  1:5 10 10 11 11 6 8 7 9 12 13
structure  14   [  3  1  4  0  0  ]   {  7  }              Rumer              1:5 10 10 11 11 6 7 8 9 12 13
structure  15   [  3  1  4  0  0  ]   {  7  }              Rumer              1:5 10 10 11 11 6 9 7 8 12 13
 ============================================================
Cov Space num:  26
structure  1   [  1  2  2  0  0  ]   {  1  }              -                  1:5 11 11 13 13 6 9 7 10 8 12
structure  2   [  1  2  2  0  0  ]   {  1  }              -                  1:5 11 11 13 13 6 10 7 9 8 12
structure  3   [  1  2  3  0  0  ]   {  2  }              -                  1:5 11 11 13 13 6 12 7 9 8 10
structure  4   [  1  2  3  0  0  ]   {  2  }              Rumer              1:5 11 11 13 13 6 12 7 10 8 9
structure  5   [  1  2  4  0  0  ]   {  3  }              -                  1:5 11 11 13 13 6 9 7 12 8 10
structure  6   [  1  2  4  0  0  ]   {  3  }              -                  1:5 11 11 13 13 6 10 7 12 8 9
structure  7   [  2  1  3  0  0  ]   {  4  }              -                  1:5 11 11 13 13 6 8 7 9 10 12
structure  8   [  2  1  3  0  0  ]   {  4  }              -                  1:5 11 11 13 13 6 8 7 10 9 12
structure  9   [  2  1  4  0  0  ]   {  5  }              Rumer              1:5 11 11 13 13 6 7 8 9 10 12
structure  10   [  2  1  4  0  0  ]   {  5  }              -                  1:5 11 11 13 13 6 7 8 10 9 12
structure  11   [  2  1  4  0  0  ]   {  5  }              Rumer              1:5 11 11 13 13 6 9 7 8 10 12
structure  12   [  2  1  4  0  0  ]   {  5  }              -                  1:5 11 11 13 13 6 10 7 8 9 12
structure  13   [  3  2  2  0  0  ]   {  6  }              Rumer              1:5 11 11 13 13 6 7 8 12 9 10
structure  14   [  3  2  3  0  0  ]   {  7  }              -                  1:5 11 11 13 13 6 8 7 12 9 10
structure  15   [  3  2  3  0  0  ]   {  7  }              Rumer              1:5 11 11 13 13 6 12 7 8 9 10
 ============================================================
Cov Space num:  27
structure  1   [  1  2  2  0  0  ]   {  1  }              -                  1:5 11 11 12 12 6 13 7 9 8 10
structure  2   [  1  2  2  0  0  ]   {  1  }              Rumer              1:5 11 11 12 12 6 13 7 10 8 9
structure  3   [  1  2  3  0  0  ]   {  2  }              -                  1:5 11 11 12 12 6 9 7 10 8 13
structure  4   [  1  2  3  0  0  ]   {  2  }              -                  1:5 11 11 12 12 6 10 7 9 8 13
structure  5   [  1  2  4  0  0  ]   {  3  }              -                  1:5 11 11 12 12 6 9 7 13 8 10
structure  6   [  1  2  4  0  0  ]   {  3  }              -                  1:5 11 11 12 12 6 10 7 13 8 9
structure  7   [  2  1  3  0  0  ]   {  4  }              -                  1:5 11 11 12 12 6 8 7 9 10 13
structure  8   [  2  1  3  0  0  ]   {  4  }              -                  1:5 11 11 12 12 6 8 7 10 9 13
structure  9   [  2  1  4  0  0  ]   {  5  }              Rumer              1:5 11 11 12 12 6 7 8 9 10 13
structure  10   [  2  1  4  0  0  ]   {  5  }              -                  1:5 11 11 12 12 6 7 8 10 9 13
structure  11   [  2  1  4  0  0  ]   {  5  }              Rumer              1:5 11 11 12 12 6 9 7 8 10 13
structure  12   [  2  1  4  0  0  ]   {  5  }              -                  1:5 11 11 12 12 6 10 7 8 9 13
structure  13   [  3  2  2  0  0  ]   {  6  }              Rumer              1:5 11 11 12 12 6 13 7 8 9 10
structure  14   [  3  2  3  0  0  ]   {  7  }              Rumer              1:5 11 11 12 12 6 7 8 13 9 10
